# Species	Genes	Alg.-Conn.	clean_P08H-3.faa	clean_Pec.faa	clean_R07B-5.faa
2	2	1	*	PE_Scaf6403_0.5	maker-ctg14_pilon-protein2genome-gene-3.39-mRNA-1
2	2	1	*	PE_Scaf6403_1.1	maker-ctg14_pilon-protein2genome-gene-3.43-mRNA-1
2	2	1	*	PE_Scaf6403_2.10	maker-ctg14_pilon-protein2genome-gene-4.0-mRNA-1
2	2	1	*	PE_Scaf6403_2.13	maker-ctg14_pilon-protein2genome-gene-4.26-mRNA-1
2	2	1	*	PE_Scaf6403_2.8	augustus-ctg14_pilon-processed-gene-4.40-mRNA-1
2	2	1	*	PE_Scaf6409_5.6	maker-ctg1614_pilon-protein2genome-gene-0.11-mRNA-1
2	2	1	*	PE_Scaf6413_4.6	maker-ctg59_pilon-protein2genome-gene-0.22-mRNA-1
2	2	1	*	PE_Scaf641_0.4	augustus-ctg739_pilon-processed-gene-2.29-mRNA-1
2	2	1	*	PE_Scaf6422_1.13	maker-ctg180_pilon-protein2genome-gene-2.3-mRNA-1
2	2	1	*	PE_Scaf6422_1.14	maker-ctg180_pilon-protein2genome-gene-7.19-mRNA-1
2	2	1	*	PE_Scaf6422_1.9	augustus_masked-ctg180_pilon-processed-gene-7.90-mRNA-1
2	2	1	*	PE_Scaf6424_0.6	maker-ctg176_pilon-augustus-gene-2.25-mRNA-1
2	2	1	*	PE_Scaf6429_5.8	maker-ctg19_pilon-protein2genome-gene-12.19-mRNA-1
2	2	1	*	PE_Scaf642_0.3	augustus-ctg56_pilon-processed-gene-1.34-mRNA-1
2	2	1	*	PE_Scaf6436_1.5	augustus-ctg903_pilon-processed-gene-1.35-mRNA-1
2	2	1	*	PE_Scaf6439_0.0	maker-ctg1450_pilon-protein2genome-gene-1.46-mRNA-1
2	2	1	*	PE_Scaf6444_0.5	maker-ctg241_pilon-protein2genome-gene-2.14-mRNA-1
2	2	1	*	PE_Scaf6452_3.7	maker-ctg239_pilon-protein2genome-gene-3.14-mRNA-1
2	2	1	*	PE_Scaf6459_0.6	augustus-ctg1979_pilon-processed-gene-0.11-mRNA-1
2	2	1	*	PE_Scaf6459_3.7	augustus_masked-ctg1414_pilon-processed-gene-1.32-mRNA-1
2	2	1	*	PE_Scaf6463_2.3	maker-ctg783_pilon-protein2genome-gene-1.51-mRNA-1
2	2	1	*	PE_Scaf6473_0.7	maker-ctg900_pilon-protein2genome-gene-1.10-mRNA-1
2	2	1	*	PE_Scaf6474_0.3	maker-ctg97_pilon-protein2genome-gene-0.0-mRNA-1
2	2	1	*	PE_Scaf6474_3.2	maker-ctg433_pilon-protein2genome-gene-2.12-mRNA-1
2	2	1	*	PE_Scaf6474_5.4	augustus-ctg433_pilon-processed-gene-2.58-mRNA-1
2	2	1	*	PE_Scaf6474_6.3	maker-ctg433_pilon-protein2genome-gene-2.5-mRNA-1
2	2	1	*	PE_Scaf6484_0.2	maker-ctg908_pilon-protein2genome-gene-0.27-mRNA-1
2	2	1	*	PE_Scaf6494_5.2	maker-ctg345_pilon-protein2genome-gene-2.0-mRNA-1
2	2	1	*	PE_Scaf6494_7.2	maker-ctg345_pilon-protein2genome-gene-0.24-mRNA-1
2	2	1	*	PE_Scaf6504_1.8	augustus-ctg778_pilon-processed-gene-4.8-mRNA-1
2	2	1	*	PE_Scaf6508_3.3	augustus-ctg162_pilon-processed-gene-2.25-mRNA-1
2	2	1	*	PE_Scaf6508_6.2	maker-ctg452_pilon-augustus-gene-0.0-mRNA-1
2	2	1	*	PE_Scaf6508_7.7	augustus-ctg452_pilon-processed-gene-1.3-mRNA-1
2	2	1	*	PE_Scaf650_0.3	augustus-ctg109_pilon-processed-gene-5.67-mRNA-1
2	2	1	*	PE_Scaf6519_0.4	maker-ctg135_pilon-protein2genome-gene-2.26-mRNA-1
2	2	1	*	PE_Scaf6520_10.5	maker-ctg48_pilon-protein2genome-gene-0.14-mRNA-1
2	2	1	*	PE_Scaf6520_10.6	maker-ctg48_pilon-protein2genome-gene-0.1-mRNA-1
2	2	1	*	PE_Scaf6520_11.3	maker-ctg48_pilon-protein2genome-gene-0.28-mRNA-1
2	2	1	*	PE_Scaf6520_12.4	maker-ctg48_pilon-protein2genome-gene-0.47-mRNA-1
2	2	1	*	PE_Scaf6520_13.6	augustus-ctg48_pilon-processed-gene-1.49-mRNA-1
2	2	1	*	PE_Scaf6520_14.12	maker-ctg48_pilon-protein2genome-gene-2.40-mRNA-1
2	2	1	*	PE_Scaf6520_4.2	maker-ctg122_pilon-protein2genome-gene-0.0-mRNA-1
2	2	1	*	PE_Scaf6522_1.6	augustus-ctg95_pilon-processed-gene-7.2-mRNA-1
2	2	1	*	PE_Scaf6528_0.10	augustus-ctg99_pilon-processed-gene-5.43-mRNA-1
2	2	1	*	PE_Scaf6534_0.3	maker-ctg276_pilon-protein2genome-gene-2.60-mRNA-1
2	2	1	*	PE_Scaf6538_0.3	augustus-ctg534_pilon-processed-gene-2.14-mRNA-1
2	2	1	*	PE_Scaf6538_2.4	maker-ctg534_pilon-protein2genome-gene-2.27-mRNA-1
2	2	1	*	PE_Scaf6551_0.2	maker-ctg57_pilon-protein2genome-gene-4.11-mRNA-1
2	2	1	*	PE_Scaf6553_3.4	maker-ctg1282_pilon-protein2genome-gene-0.41-mRNA-1
2	2	1	*	PE_Scaf6558_2.8	maker-ctg1940_pilon-protein2genome-gene-0.0-mRNA-1
2	2	1	*	PE_Scaf6558_2.9	augustus_masked-ctg1940_pilon-processed-gene-0.29-mRNA-1
2	2	1	*	PE_Scaf6558_9.10	maker-ctg435_pilon-protein2genome-gene-2.67-mRNA-1
2	2	1	*	PE_Scaf6562_2.6	augustus-ctg1040_pilon-processed-gene-0.10-mRNA-1
2	2	1	*	PE_Scaf6562_3.7	augustus_masked-ctg1040_pilon-processed-gene-0.21-mRNA-1
2	2	1	*	PE_Scaf6565_1.8	augustus-ctg661_pilon-processed-gene-3.32-mRNA-1
2	2	1	*	PE_Scaf6565_2.7	maker-ctg1279_pilon-protein2genome-gene-0.16-mRNA-1
2	2	1	*	PE_Scaf6571_1.11	maker-ctg132_pilon-protein2genome-gene-7.24-mRNA-1
2	2	1	*	PE_Scaf6571_1.7	maker-ctg141_pilon-protein2genome-gene-4.28-mRNA-1
2	2	1	*	PE_Scaf6582_4.4	maker-ctg939_pilon-augustus-gene-1.73-mRNA-1
2	2	1	*	PE_Scaf6589_10.3	maker-ctg292_pilon-protein2genome-gene-0.1-mRNA-1
2	2	1	*	PE_Scaf6589_14.5	augustus-ctg1326_pilon-processed-gene-0.19-mRNA-1
2	2	1	*	PE_Scaf6589_5.10	maker-ctg292_pilon-protein2genome-gene-2.5-mRNA-1
2	2	1	*	PE_Scaf6589_5.12	maker-ctg292_pilon-protein2genome-gene-2.1-mRNA-1
2	2	1	*	PE_Scaf6589_6.4	augustus-ctg292_pilon-processed-gene-1.11-mRNA-1
2	2	1	*	PE_Scaf658_0.4	maker-ctg147_pilon-protein2genome-gene-2.8-mRNA-1
2	2	1	*	PE_Scaf658_3.11	maker-ctg177_pilon-augustus-gene-3.34-mRNA-1
2	2	1	*	PE_Scaf6592_1.5	maker-ctg760_pilon-protein2genome-gene-1.61-mRNA-1
2	2	1	*	PE_Scaf6592_1.6	maker-ctg760_pilon-protein2genome-gene-1.52-mRNA-1
2	2	1	*	PE_Scaf6592_2.5	augustus-ctg760_pilon-processed-gene-1.37-mRNA-1
2	2	1	*	PE_Scaf6597_0.2	maker-ctg646_pilon-protein2genome-gene-1.86-mRNA-1
2	2	1	*	PE_Scaf6597_7.4	maker-ctg236_pilon-protein2genome-gene-2.1-mRNA-1
2	2	1	*	PE_Scaf6597_9.8	augustus-ctg236_pilon-processed-gene-3.5-mRNA-1
2	2	1	*	PE_Scaf6599_2.2	augustus-ctg460_pilon-processed-gene-0.19-mRNA-1
2	2	1	*	PE_Scaf6606_1.7	augustus-ctg805_pilon-processed-gene-2.14-mRNA-1
2	2	1	*	PE_Scaf6608_2.3	maker-ctg106_pilon-protein2genome-gene-0.5-mRNA-1
2	2	1	*	PE_Scaf6609_1.4	augustus-ctg1346_pilon-processed-gene-0.22-mRNA-1
2	2	1	*	PE_Scaf6609_10.10	augustus-ctg475_pilon-processed-gene-2.13-mRNA-1
2	2	1	*	PE_Scaf6609_4.12	maker-ctg411_pilon-protein2genome-gene-2.28-mRNA-1
2	2	1	*	PE_Scaf6609_6.4	maker-ctg411_pilon-protein2genome-gene-2.37-mRNA-1
2	2	1	*	PE_Scaf6609_7.2	maker-ctg247_pilon-protein2genome-gene-3.129-mRNA-1
2	2	1	*	PE_Scaf6609_7.7	augustus_masked-ctg114_pilon-processed-gene-5.36-mRNA-1
2	2	1	*	PE_Scaf661_0.4	augustus-ctg7364_pilon-processed-gene-0.1-mRNA-1
2	2	1	*	PE_Scaf6623_0.4	augustus-ctg2197_pilon-processed-gene-0.1-mRNA-1
2	2	1	*	PE_Scaf6623_2.8	maker-ctg538_pilon-protein2genome-gene-0.26-mRNA-1
2	2	1	*	PE_Scaf6625_0.8	maker-ctg212_pilon-augustus-gene-10.40-mRNA-1
2	2	1	*	PE_Scaf6625_10.4	maker-ctg852_pilon-protein2genome-gene-0.8-mRNA-1
2	2	1	*	PE_Scaf6625_13.5	maker-ctg1669_pilon-protein2genome-gene-0.1-mRNA-1
2	2	1	*	PE_Scaf6625_5.2	augustus-ctg212_pilon-processed-gene-11.40-mRNA-1
2	2	1	*	PE_Scaf6625_8.8	maker-ctg870_pilon-protein2genome-gene-2.20-mRNA-1
2	2	1	*	PE_Scaf6625_9.12	augustus-ctg870_pilon-processed-gene-2.37-mRNA-1
2	2	1	*	PE_Scaf6625_9.8	maker-ctg870_pilon-protein2genome-gene-2.16-mRNA-1
2	2	1	*	PE_Scaf662_6.6	maker-ctg241_pilon-protein2genome-gene-4.23-mRNA-1
2	2	1	*	PE_Scaf662_8.7	maker-ctg905_pilon-protein2genome-gene-0.52-mRNA-1
2	2	1	*	PE_Scaf6635_0.5	maker-ctg29_pilon-protein2genome-gene-7.2-mRNA-1
2	2	1	*	PE_Scaf6643_0.4	augustus-ctg220_pilon-processed-gene-2.4-mRNA-1
2	2	1	*	PE_Scaf6646_2.10	maker-ctg4_pilon-protein2genome-gene-9.35-mRNA-1
2	2	1	*	PE_Scaf6646_2.6	maker-ctg4_pilon-protein2genome-gene-9.36-mRNA-1
2	2	1	*	PE_Scaf6647_2.6	augustus-ctg1562_pilon-processed-gene-0.40-mRNA-1
2	2	1	*	PE_Scaf6649_1.6	maker-ctg525_pilon-augustus-gene-0.0-mRNA-1
2	2	1	*	PE_Scaf6649_1.7	maker-ctg338_pilon-est2genome-gene-2.91-mRNA-1
2	2	1	*	PE_Scaf6656_0.2	maker-ctg411_pilon-protein2genome-gene-2.49-mRNA-1
2	2	1	*	PE_Scaf6656_1.6	maker-ctg2337_pilon-protein2genome-gene-0.3-mRNA-1
2	2	1	*	PE_Scaf6659_0.9	maker-ctg1249_pilon-protein2genome-gene-0.15-mRNA-1
2	2	1	*	PE_Scaf6660_1.4	augustus-ctg228_pilon-processed-gene-11.23-mRNA-1
2	2	1	*	PE_Scaf6664_1.8	maker-ctg1203_pilon-protein2genome-gene-1.47-mRNA-1
2	2	1	*	PE_Scaf6664_1.9	augustus-ctg1203_pilon-processed-gene-1.32-mRNA-1
2	2	1	*	PE_Scaf6664_4.3	augustus-ctg606_pilon-processed-gene-2.11-mRNA-1
2	2	1	*	PE_Scaf6664_5.5	augustus-ctg606_pilon-processed-gene-2.7-mRNA-1
2	2	1	*	PE_Scaf6669_0.6	augustus-ctg80_pilon-processed-gene-2.24-mRNA-1
2	2	1	*	PE_Scaf666_0.2	augustus-ctg174_pilon-processed-gene-3.41-mRNA-1
2	2	1	*	PE_Scaf666_1.7	maker-ctg506_pilon-protein2genome-gene-2.44-mRNA-1
2	2	1	*	PE_Scaf6672_2.6	maker-ctg709_pilon-protein2genome-gene-3.49-mRNA-1
2	2	1	*	PE_Scaf6692_1.5	augustus-ctg452_pilon-processed-gene-3.25-mRNA-1
2	2	1	*	PE_Scaf6692_2.10	maker-ctg452_pilon-protein2genome-gene-4.0-mRNA-1
2	2	1	*	PE_Scaf6694_1.6	maker-ctg1397_pilon-protein2genome-gene-0.7-mRNA-1
2	2	1	*	PE_Scaf6694_3.4	maker-ctg25_pilon-protein2genome-gene-4.27-mRNA-1
2	2	1	*	PE_Scaf6695_2.3	maker-ctg471_pilon-protein2genome-gene-2.51-mRNA-1
2	2	1	*	PE_Scaf6698_8.3	maker-ctg1085_pilon-protein2genome-gene-0.46-mRNA-1
2	2	1	*	PE_Scaf669_2.5	maker-ctg545_pilon-protein2genome-gene-0.19-mRNA-1
2	2	1	*	PE_Scaf669_2.6	maker-ctg545_pilon-protein2genome-gene-0.39-mRNA-1
2	2	1	*	PE_Scaf669_3.3	maker-ctg545_pilon-protein2genome-gene-0.46-mRNA-1
2	2	1	*	PE_Scaf6703_0.8	augustus-ctg573_pilon-processed-gene-1.58-mRNA-1
2	2	1	*	PE_Scaf6704_6.5	maker-ctg1447_pilon-protein2genome-gene-0.47-mRNA-1
2	2	1	*	PE_Scaf6711_2.8	augustus-ctg633_pilon-processed-gene-1.28-mRNA-1
2	2	1	*	PE_Scaf6724_10.4	augustus-ctg516_pilon-processed-gene-2.42-mRNA-1
2	2	1	*	PE_Scaf6724_12.14	maker-ctg516_pilon-protein2genome-gene-2.26-mRNA-1
2	2	1	*	PE_Scaf6724_7.6	maker-ctg516_pilon-protein2genome-gene-1.10-mRNA-1
2	2	1	*	PE_Scaf6724_7.8	augustus-ctg891_pilon-processed-gene-0.44-mRNA-1
2	2	1	*	PE_Scaf6724_9.4	maker-ctg516_pilon-protein2genome-gene-2.20-mRNA-1
2	2	1	*	PE_Scaf6727_2.2	maker-ctg314_pilon-protein2genome-gene-0.12-mRNA-1
2	2	1	*	PE_Scaf6727_6.2	augustus-ctg427_pilon-processed-gene-2.17-mRNA-1
2	2	1	*	PE_Scaf6731_0.9	maker-ctg308_pilon-protein2genome-gene-3.143-mRNA-1
2	2	1	*	PE_Scaf6731_1.5	maker-ctg1383_pilon-protein2genome-gene-0.12-mRNA-1
2	2	1	*	PE_Scaf6732_3.2	maker-ctg32_pilon-protein2genome-gene-3.0-mRNA-1
2	2	1	*	PE_Scaf6745_1.9	maker-ctg671_pilon-protein2genome-gene-1.31-mRNA-1
2	2	1	*	PE_Scaf6751_1.5	augustus-ctg846_pilon-processed-gene-0.29-mRNA-1
2	2	1	*	PE_Scaf6751_4.8	maker-ctg1406_pilon-protein2genome-gene-0.2-mRNA-1
2	2	1	*	PE_Scaf6759_3.5	maker-ctg786_pilon-protein2genome-gene-1.18-mRNA-1
2	2	1	*	PE_Scaf6761_2.4	augustus-ctg788_pilon-processed-gene-1.7-mRNA-1
2	2	1	*	PE_Scaf6772_3.5	augustus-ctg916_pilon-processed-gene-0.74-mRNA-1
2	2	1	*	PE_Scaf6772_5.0	maker-ctg1958_pilon-protein2genome-gene-0.25-mRNA-1
2	2	1	*	PE_Scaf6773_1.10	maker-ctg848_pilon-protein2genome-gene-1.13-mRNA-1
2	2	1	*	PE_Scaf6773_2.10	maker-ctg848_pilon-protein2genome-gene-1.5-mRNA-1
2	2	1	*	PE_Scaf6773_2.11	maker-ctg848_pilon-protein2genome-gene-1.34-mRNA-1
2	2	1	*	PE_Scaf6773_2.16	maker-ctg848_pilon-augustus-gene-1.61-mRNA-1
2	2	1	*	PE_Scaf6773_2.8	augustus-ctg848_pilon-processed-gene-0.69-mRNA-1
2	2	1	*	PE_Scaf6773_3.6	maker-ctg364_pilon-protein2genome-gene-4.76-mRNA-1
2	2	1	*	PE_Scaf6776_1.5	augustus-ctg43_pilon-processed-gene-5.85-mRNA-1
2	2	1	*	PE_Scaf6782_17.3	maker-ctg118_pilon-protein2genome-gene-0.22-mRNA-1
2	2	1	*	PE_Scaf6782_19.12	maker-ctg753_pilon-protein2genome-gene-0.12-mRNA-1
2	2	1	*	PE_Scaf6782_22.12	maker-ctg8260_pilon-protein2genome-gene-0.4-mRNA-1
2	2	1	*	PE_Scaf6782_22.13	augustus-ctg753_pilon-processed-gene-1.19-mRNA-1
2	2	1	*	PE_Scaf6782_5.2	maker-ctg118_pilon-protein2genome-gene-5.3-mRNA-1
2	2	1	*	PE_Scaf6782_7.6	maker-ctg118_pilon-protein2genome-gene-4.24-mRNA-1
2	2	1	*	PE_Scaf6782_9.10	maker-ctg118_pilon-protein2genome-gene-3.14-mRNA-1
2	2	1	*	PE_Scaf6782_9.11	maker-ctg118_pilon-protein2genome-gene-3.7-mRNA-1
2	2	1	*	PE_Scaf6782_9.9	maker-ctg118_pilon-protein2genome-gene-3.19-mRNA-1
2	2	1	*	PE_Scaf6783_1.6	maker-ctg140_pilon-protein2genome-gene-0.39-mRNA-1
2	2	1	*	PE_Scaf6783_5.1	maker-ctg1339_pilon-protein2genome-gene-0.21-mRNA-1
2	2	1	*	PE_Scaf6783_6.6	maker-ctg1026_pilon-protein2genome-gene-0.18-mRNA-1
2	2	1	*	PE_Scaf6783_7.3	maker-ctg1026_pilon-protein2genome-gene-0.23-mRNA-1
2	2	1	*	PE_Scaf6787_2.5	augustus_masked-ctg108_pilon-processed-gene-0.13-mRNA-1
2	2	1	*	PE_Scaf6791_1.1	augustus_masked-ctg1167_pilon-processed-gene-0.14-mRNA-1
2	2	1	*	PE_Scaf6795_1.12	augustus-ctg846_pilon-processed-gene-1.12-mRNA-1
2	2	1	*	PE_Scaf6798_0.1	maker-ctg197_pilon-protein2genome-gene-1.2-mRNA-1
2	2	1	*	PE_Scaf6798_1.4	maker-ctg197_pilon-protein2genome-gene-1.0-mRNA-1
2	2	1	*	PE_Scaf6798_2.5	maker-ctg197_pilon-augustus-gene-0.27-mRNA-1
2	2	1	*	PE_Scaf6799_2.8	augustus-ctg249_pilon-processed-gene-11.68-mRNA-1
2	2	1	*	PE_Scaf680_1.12	augustus-ctg2141_pilon-processed-gene-0.10-mRNA-1
2	2	1	*	PE_Scaf680_1.13	maker-ctg541_pilon-protein2genome-gene-1.14-mRNA-1
2	2	1	*	PE_Scaf680_2.6	maker-ctg1251_pilon-protein2genome-gene-0.22-mRNA-1
2	2	1	*	PE_Scaf680_3.13	augustus-ctg670_pilon-processed-gene-1.42-mRNA-1
2	2	1	*	PE_Scaf6812_0.0	maker-ctg912_pilon-protein2genome-gene-0.59-mRNA-1
2	2	1	*	PE_Scaf6813_10.7	maker-ctg582_pilon-augustus-gene-2.50-mRNA-1
2	2	1	*	PE_Scaf6813_10.9	maker-ctg806_pilon-protein2genome-gene-0.2-mRNA-1
2	2	1	*	PE_Scaf6813_2.3	maker-ctg582_pilon-protein2genome-gene-3.67-mRNA-1
2	2	1	*	PE_Scaf6813_5.4	maker-ctg582_pilon-protein2genome-gene-3.63-mRNA-1
2	2	1	*	PE_Scaf6813_5.5	maker-ctg582_pilon-augustus-gene-3.50-mRNA-1
2	2	1	*	PE_Scaf6813_6.1	augustus-ctg190_pilon-processed-gene-4.29-mRNA-1
2	2	1	*	PE_Scaf6813_6.4	maker-ctg806_pilon-protein2genome-gene-1.40-mRNA-1
2	2	1	*	PE_Scaf6813_6.6	augustus-ctg582_pilon-processed-gene-3.37-mRNA-1
2	2	1	*	PE_Scaf6815_0.10	maker-ctg231_pilon-protein2genome-gene-0.1-mRNA-1
2	2	1	*	PE_Scaf6815_0.16	maker-ctg231_pilon-augustus-gene-0.35-mRNA-1
2	2	1	*	PE_Scaf6831_4.17	maker-ctg233_pilon-augustus-gene-3.24-mRNA-1
2	2	1	*	PE_Scaf6835_10.0	maker-ctg546_pilon-protein2genome-gene-3.91-mRNA-1
2	2	1	*	PE_Scaf6835_13.5	maker-ctg1704_pilon-protein2genome-gene-0.4-mRNA-1
2	2	1	*	PE_Scaf6846_2.12	augustus-ctg42_pilon-processed-gene-10.53-mRNA-1
2	2	1	*	PE_Scaf6846_2.22	maker-ctg42_pilon-protein2genome-gene-10.32-mRNA-1
2	2	1	*	PE_Scaf6853_0.1	maker-ctg681_pilon-protein2genome-gene-1.34-mRNA-1
2	2	1	*	PE_Scaf6854_14.2	maker-ctg360_pilon-protein2genome-gene-3.9-mRNA-1
2	2	1	*	PE_Scaf6854_4.3	maker-ctg1195_pilon-augustus-gene-0.10-mRNA-1
2	2	1	*	PE_Scaf6854_5.3	maker-ctg1195_pilon-protein2genome-gene-0.4-mRNA-1
2	2	1	*	PE_Scaf6856_2.4	maker-ctg752_pilon-protein2genome-gene-1.6-mRNA-1
2	2	1	*	PE_Scaf6862_0.3	augustus-ctg2465_pilon-processed-gene-0.7-mRNA-1
2	2	1	*	PE_Scaf6866_3.8	maker-ctg293_pilon-protein2genome-gene-4.83-mRNA-1
2	2	1	*	PE_Scaf6868_0.8	maker-ctg153_pilon-protein2genome-gene-1.4-mRNA-1
2	2	1	*	PE_Scaf686_7.4	maker-ctg346_pilon-protein2genome-gene-2.46-mRNA-1
2	2	1	*	PE_Scaf6871_0.3	augustus-ctg816_pilon-processed-gene-0.17-mRNA-1
2	2	1	*	PE_Scaf6873_1.8	maker-ctg932_pilon-augustus-gene-0.36-mRNA-1
2	2	1	*	PE_Scaf6876_10.6	augustus-ctg651_pilon-processed-gene-1.7-mRNA-1
2	2	1	*	PE_Scaf6876_7.4	maker-ctg1165_pilon-protein2genome-gene-1.66-mRNA-1
2	2	1	*	PE_Scaf6876_8.3	maker-ctg888_pilon-augustus-gene-0.14-mRNA-1
2	2	1	*	PE_Scaf6877_3.0	maker-ctg194_pilon-protein2genome-gene-1.9-mRNA-1
2	2	1	*	PE_Scaf6877_6.2	maker-ctg936_pilon-protein2genome-gene-0.0-mRNA-1
2	2	1	*	PE_Scaf6877_6.6	maker-ctg194_pilon-protein2genome-gene-0.21-mRNA-1
2	2	1	*	PE_Scaf6877_8.9	maker-ctg243_pilon-protein2genome-gene-1.54-mRNA-1
2	2	1	*	PE_Scaf6896_0.1	maker-ctg562_pilon-protein2genome-gene-1.51-mRNA-1
2	2	1	*	PE_Scaf6897_3.8	augustus_masked-ctg143_pilon-processed-gene-1.1-mRNA-1
2	2	1	*	PE_Scaf6899_1.3	maker-ctg51_pilon-est_gff_est2genome-gene-0.37-mRNA-1
2	2	1	*	PE_Scaf6900_10.2	augustus-ctg470_pilon-processed-gene-3.46-mRNA-1
2	2	1	*	PE_Scaf6903_1.4	maker-ctg377_pilon-protein2genome-gene-1.16-mRNA-1
2	2	1	*	PE_Scaf6903_2.3	maker-ctg377_pilon-protein2genome-gene-1.14-mRNA-1
2	2	1	*	PE_Scaf6903_4.2	maker-ctg377_pilon-protein2genome-gene-1.10-mRNA-1
2	2	1	*	PE_Scaf6903_6.6	maker-ctg377_pilon-protein2genome-gene-0.42-mRNA-1
2	2	1	*	PE_Scaf6908_10.7	maker-ctg331_pilon-protein2genome-gene-1.31-mRNA-1
2	2	1	*	PE_Scaf6913_1.1	maker-ctg1450_pilon-augustus-gene-1.34-mRNA-1
2	2	1	*	PE_Scaf6913_8.1	maker-ctg1031_pilon-protein2genome-gene-0.27-mRNA-1
2	2	1	*	PE_Scaf6913_8.7	maker-ctg1031_pilon-protein2genome-gene-0.29-mRNA-1
2	2	1	*	PE_Scaf6913_8.8	maker-ctg1031_pilon-augustus-gene-0.24-mRNA-1
2	2	1	*	PE_Scaf6913_9.10	augustus-ctg935_pilon-processed-gene-0.40-mRNA-1
2	2	1	*	PE_Scaf6924_2.5	maker-ctg1398_pilon-augustus-gene-0.24-mRNA-1
2	2	1	*	PE_Scaf6924_7.8	maker-ctg594_pilon-protein2genome-gene-1.14-mRNA-1
2	2	1	*	PE_Scaf6925_0.3	maker-ctg31_pilon-protein2genome-gene-6.36-mRNA-1
2	2	1	*	PE_Scaf6934_1.3	maker-ctg612_pilon-protein2genome-gene-1.8-mRNA-1
2	2	1	*	PE_Scaf6934_5.13	maker-ctg1270_pilon-protein2genome-gene-0.8-mRNA-1
2	2	1	*	PE_Scaf6934_6.14	augustus-ctg612_pilon-processed-gene-2.16-mRNA-1
2	2	1	*	PE_Scaf6938_0.6	maker-ctg290_pilon-protein2genome-gene-0.2-mRNA-1
2	2	1	*	PE_Scaf6943_5.10	maker-ctg689_pilon-protein2genome-gene-0.29-mRNA-1
2	2	1	*	PE_Scaf6952_0.3	maker-ctg325_pilon-protein2genome-gene-1.4-mRNA-1
2	2	1	*	PE_Scaf6955_7.0	maker-ctg14_pilon-protein2genome-gene-7.60-mRNA-1
2	2	1	*	PE_Scaf6972_3.10	augustus-ctg698_pilon-processed-gene-0.52-mRNA-1
2	2	1	*	PE_Scaf6972_3.17	maker-ctg89_pilon-protein2genome-gene-2.19-mRNA-1
2	2	1	*	PE_Scaf6972_3.9	maker-ctg698_pilon-augustus-gene-0.5-mRNA-1
2	2	1	*	PE_Scaf6973_2.20	maker-ctg307_pilon-protein2genome-gene-2.74-mRNA-1
2	2	1	*	PE_Scaf6973_4.7	augustus-ctg414_pilon-processed-gene-0.73-mRNA-1
2	2	1	*	PE_Scaf6976_1.8	maker-ctg1189_pilon-protein2genome-gene-0.5-mRNA-1
2	2	1	*	PE_Scaf6977_0.6	augustus-ctg214_pilon-processed-gene-3.28-mRNA-1
2	2	1	*	PE_Scaf6979_4.26	augustus_masked-ctg413_pilon-processed-gene-2.87-mRNA-1
2	2	1	*	PE_Scaf697_2.2	maker-ctg979_pilon-protein2genome-gene-0.0-mRNA-1
2	2	1	*	PE_Scaf6980_0.3	augustus-ctg106_pilon-processed-gene-6.45-mRNA-1
2	2	1	*	PE_Scaf6980_4.6	maker-ctg106_pilon-protein2genome-gene-5.56-mRNA-1
2	2	1	*	PE_Scaf6980_5.6	maker-ctg80_pilon-protein2genome-gene-3.46-mRNA-1
2	2	1	*	PE_Scaf6982_1.5	maker-ctg156_pilon-augustus-gene-6.46-mRNA-1
2	2	1	*	PE_Scaf6982_3.4	augustus-ctg156_pilon-processed-gene-7.40-mRNA-1
2	2	1	*	PE_Scaf6982_4.24	augustus-ctg156_pilon-processed-gene-7.22-mRNA-1
2	2	1	*	PE_Scaf6982_5.9	maker-ctg1033_pilon-protein2genome-gene-0.39-mRNA-1
2	2	1	*	PE_Scaf6992_0.9	maker-ctg42_pilon-est2genome-gene-8.46-mRNA-1
2	2	1	*	PE_Scaf6997_0.2	augustus-ctg139_pilon-processed-gene-2.14-mRNA-1
2	2	1	*	PE_Scaf6997_11.9	maker-ctg161_pilon-protein2genome-gene-0.10-mRNA-1
2	2	1	*	PE_Scaf6997_15.4	maker-ctg161_pilon-protein2genome-gene-2.15-mRNA-1
2	2	1	*	PE_Scaf6997_17.8	maker-ctg161_pilon-protein2genome-gene-3.17-mRNA-1
2	2	1	*	PE_Scaf6997_17.9	maker-ctg161_pilon-protein2genome-gene-3.14-mRNA-1
2	2	1	*	PE_Scaf6997_2.2	maker-ctg4099_pilon-protein2genome-gene-0.0-mRNA-1
2	2	1	*	PE_Scaf699_1.28	augustus-ctg384_pilon-processed-gene-0.19-mRNA-1
2	2	1	*	PE_Scaf7017_4.4	maker-ctg684_pilon-protein2genome-gene-0.7-mRNA-1
2	2	1	*	PE_Scaf7017_5.11	augustus-ctg684_pilon-processed-gene-0.30-mRNA-1
2	2	1	*	PE_Scaf7017_7.3	maker-ctg489_pilon-augustus-gene-3.66-mRNA-1
2	2	1	*	PE_Scaf7018_1.4	augustus-ctg1010_pilon-processed-gene-0.18-mRNA-1
2	2	1	*	PE_Scaf7021_3.1	augustus-ctg215_pilon-processed-gene-3.19-mRNA-1
2	2	1	*	PE_Scaf7021_6.6	maker-ctg215_pilon-protein2genome-gene-2.9-mRNA-1
2	2	1	*	PE_Scaf7021_9.6	augustus-ctg146_pilon-processed-gene-5.22-mRNA-1
